index	text
<br>Vitalii Chuiko<br><br><br><span class='H1'>Additional Art by Artery Studios</span><br><span class='H2'>CEO</span><br>Tamás Bakó<br><br><span class='H2'>CTO</span><br>Ádám Takács<br><br><span class='H2'>COO</span><br>István Lovász<br><br><span class='H2'>Producer</span><br>Péter Balogh<br><br><span class='H2'>3D Lead</span><br>Tibor Orsós<br><br><span class='H2'>3D Artists</span><br>Sándor Bagó<br>Krisztián Beke<br>Dávid Eke<br>Péter Hanzsér<br>Gábor Illés<br>Marina Kosinova<br>Krisztián Kroboth<br>Kyrill Krukovsky<br>Ádám Németh<br>Andriy Shymanskyy<br><br><span class='H2'>Project Management</span><br>Péter Balogh<br><br><br><span class='H1'>Ident by Hydra Studios</span><br><span class='H2'>Producer</span><br>Chris Wenting<br><br><span class='H2'>CG Supervisor</span><br>Sergio Caires<br><br><span class='H2'>Animator</span><br>Myles Yeo Chin Peng<br><br><span class='H2'>Houdini Artist</span><br>Thomas Ramboz<br><br><span class='H2'>Technical Support</span><br>Mikas Sadauskas<br><br><br><span class='H1'>Universal Games & Digital Platforms</span><br><span class='H2'>SVP & GM, Business Development & Digital Platforms</span><br>Bill Kispert<br><br><span class='H2'>SVP, Production & Marketing</span><br>Jim Molinets<br><br><span class='H2'>Executive Producer</span><br>John Melchior<br><br><span class='H2'>Executive Producer</span><br>Brian Gomez<br><br><span class='H2'>Sr. Producer</span><br>Todd Morgan<br><br><span class='H2'>Producer</span><br>Jaime Bencia<br><br><span class='H2'>Associate Producer</span><br>Penny Cook<br><br><span class='H2'>Director, Marketing & Community</span><br>Leah Slater<br><br><span class='H2'>Marketing Coordinator</span><br>Jessica Lee<br><br><span class='H2'>Director, Global Communications, Games</span><br>Sunny Antonio<br><br><span class='H2'>VP, Business Development</span><br>Gary Lokum<br><br><span class='H2'>VP, Business & Legal Affairs</span><br>David Anderson<br><br><span class='H2'>Senior Counsel</span><br>Candice de la Rosa<br><br><span class='H2'>VP, Finance & Operations</span><br>Gregg M. Jones<br><br><span class='H2'>VP, FP&A</span><br>Gregg B. Jones<br><br><span class='H2'>Sr. Manager, Finance</span><br>Jeffrey Lynn<br><br><span class='H2'>Manager, Operations</span><br>Glenn Ige<br><br><span class='H2'>Special Thanks</span><br>Colin Trevorrow<br>Frank Marshall<br>Amblin<br>Melanie Bean<br>Christopher Castelonia<br>Berto Campo<br>Rowan Conn<br>Laura Frowein<br>Ann Kim<br>Vince Klaseus<br>Nicholas Lombardo<br>Roni Lubliner<br>Brooke McKnight<br>Daniel McPeek<br>Shayne Mifsud<br>Sam Nouri<br>Dave O’Connor<br>Jen Ockelmann-Wagner<br>Henry Ong<br>Cynthia Pakro<br>Giuliana Petrocelli<br>Zoro Rodriguez<br>Karen Sadow<br>Jeremiah Schaeffer<br>Angie Sharma<br>Lisa St. Amand<br>Joe Vance<br>Sacha Woodcock<br>Kevin Zia<br>Ruben Martinez<br>Jetta Pagnotta<br>Sydney Edelist<br>Dylan Nunley<br>Roger Almendarez<br>Shannon Lee<br>Trevor Maxim<br><br><br><span class='H1'>Thanks to </span><br><br>Powered by Wwise © 2006 – 2024 Audiokinetic Inc. All rights reserved.<br><br>Uses Autodesk® Scaleform® copyright © 2021, Autodesk, Inc.<br><br>Uses Simplygon®, Copyright © - 2021 Microsoft. All rights reserved.<br><br>Portions of this software utilize SpeedTree technology. ©2021 Interactive Data Visualization, Inc. All rights reserved.<br><br>Uses ACES Copyright © 2021 Academy of Motion Picture Arts and Sciences (A.M.P.A.S.). Portions contributed by others as indicated. All rights reserved.<br><br>Portions of this software are copyright © 2021 The FreeType Project (www.freetype.org).  All rights reserved.<br><br>Uses Telemetry. Copyright © 2008 - 2024 by Epic Game Tools LLC<br><br>Uses Oodle. Copyright © 2008 - 2024 by Epic Game Tools LLC<br><br>Uses Megascans (R), Copyright © - 2019 Epic Games, Inc.<br><br><br><br>© 2021-2024 Frontier Developments, plc. All rights reserved. Frontier and the Frontier Developments logo are trademarks or registered trademarks of Frontier Developments, plc<br><br>Jurassic World Evolution 2 © 2021-2024 Universal City Studios LLC and Amblin Entertainment, Inc.  Jurassic World: Camp Cretaceous © DreamWorks Animation LLC. All Rights Reserved.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>"
5776	"<br><span class='H1'>Software Console Client End User License Agreement </span><br><br>IMPORTANT NOTICES:<br>If you buy, download, use, access, or play the Game and/or access or use Online Features (together “Use”), you represent and warrant that (i) you are aware of the applicable age rating for the Game; (ii) you are old enough to use the Game, and (iii),you thereby acknowledge and agree that you have read, understood, and agree to be bound by the terms of this End User License Agreement (the “EULA”) in full. The terms of this EULA include the “Privacy Policy” set out at https://www.frontierstore.net/privacy-policy which is incorporated herein by reference. By accepting this EULA you are also agreeing to be bound by the terms and conditions of use and sale (the “Conditions of Use”) as detailed on the Frontier online store frontierstore.net, and/or any Frontier websites elitedangerous.com, planetcoaster.com, frontier.co.uk, and zaonce.net.<br><br>IF YOU USE THE GAME IN THE USA, PLEASE READ CLAUSE 12 CAREFULLY BECAUSE IT REQUIRES YOU TO ARBITRATE CERTAIN DISPUTES AND CLAIMS WITH FRONTIER AND LIMITS THE MANNER IN WHICH YOU CAN SEEK RELIEF FROM FRONTIER.<br>If you do not agree to this EULA, then you must not Use the Game. If you are in the process of downloading the Game, you have the right to withdraw from the transaction without charge and for any reason prior to completing the download of the Game. However, you will lose the right to cancel the transaction once you begin to download the Game. The above does not affect your rights in the event of the Game being defective.<br><br>Frontier Developments plc (“Frontier”, “we”, or  “us”) reserves the right to modify, alter, amend, or update this EULA at any time in its sole discretion by posting an amended version at https://www.frontier.co.uk/legal/eula Any continued Use of the Game after Frontier posts such modifications, alterations, amendments, or updates constitutes your acceptance of such modifications, alterations, amendments, and updates.<br><br>Where a activation code is required to install this Game and/or to access any Online Features, Frontier is not responsible for reproducing or replacing such activation code, and it is the responsibility of the original purchaser to keep this activation code secure. Lost or stolen activation codes will not be replaced by Frontier.<br><br>1. Acknowledgements<br>1.1 You accept responsibility in accordance with the terms of this EULA for Using the Game on or in relation to any device, whether or not it is owned by you. You shall obtain permission from the owner of any device that is controlled, but not owned, by you for Use of the Game. You and the owner of any device may be charged by your and their service providers for internet access on the devices.<br><br>1.2 The Game may contain links to other third-party websites. Such websites are not controlled by Frontier, and we are not responsible for and do not endorse their content, privacy policies or data security practices. You should make your own informed judgement regarding your interaction with such third-party websites, including the purchase and use of any products or services accessible through them.<br><br>2. Grant and Scope of License<br>2.1 Subject to your compliance with the terms of this EULA, we grant you a non-transferable, non-exclusive, non-sub licensable, revocable, limited license to use the Game. You are permitted to:<br>(a) load the Game into and Use it on a single device which is under your custody and control and which meets the specifications referred to in the manual for your own private and domestic Use;<br>(b) transfer the Game from one such device to another; provided the Game is Used on only one device at any one time and any device on which it is Used is under your custody and control at the time of Use.<br><br>2.2 All rights not expressly granted hereunder are, to the extent permitted by law, reserved to Frontier and its licensors. Your rights of use under this EULA are strictly conditional upon your observance of the terms and conditions contained in this EULA at all times.<br><br>3. License Restrictions<br>You are not permitted:<br>(a) to load the Game on to a network server for the purposes of distribution to one or more other device(s) on that network or to effect such distribution;<br><br>(b) except as expressly permitted by this EULA and to the extent expressly permitted by applicable law, to rent, lease, sub-license, loan, exploit for profit or gain, copy, modify, adapt, merge, translate, reverse engineer, decompile, disassemble or create derivative works based on the whole or any part of the Game or use, reproduce, distribute, translate, broadcast, publicly perform, store in a retrieval system or otherwise deal in the Game or any part thereof in any way;<br>(c) use cheats, automation software, hacks, mods, or any other unauthorized software designed to modify or defeat the purpose or experience of the Game;<br><br>(d) use any unauthorized software that harvests or otherwise collections information about others or the Game, including about a character or the Game environment;<br><br>(e) use any robot, spider, scraper, or other automated or manual means to access the Game or any Online Features or copy any content or information from the Game or any Online Features;<br><br>(f) probe, scan, test the vulnerability of or breach the authentication measures of the Game or any Online Features;<br><br>(g) violate any technology control or export laws and regulations that apply to the technology used or supported by the Game or any Online Features.<br><br>4. Acceptable Use Restrictions<br>4.1 You may not use the Game or any Online Features in any unlawful manner, for any unlawful purpose, or in any manner inconsistent with this EULA, or act fraudulently or maliciously, including but not limited to hacking into, inserting malicious code (including viruses or harmful data) into the Game, any Online Features or any operating system.<br><br><br>4.2 You may not infringe our intellectual property rights or those of any third party in relation to your use of the Game or any Online Features to the extent that such use is not licensed by this EULA.<br><br>4.3 You may not transmit any material that is unlawful, defamatory or offensive in relation to your use of the Game or the Online Features.<br><br>4.4 You may not use the Game or any Online Features in a manner that could damage, disable, impair, overburden or compromise our systems or security or interfere with the experience of other users of the Game or any Online Feature.<br><br>4.5 You may not collect or harvest any information or data from the Game, the Online Features or our systems, and may not attempt to decipher any transmissions to or from the servers running the Game or Online Features. <br><br>5. Intellectual Property Rights<br>5.1 You acknowledge that all ownership rights, intellectual property, trade secret and all other proprietary rights in the Game and the Online Features (including, without limitation, any computer code, themes, objects characters, character names, stories, locations, concepts, artwork, storylines, likenesses, moral rights, structural or landscape designs, musical compositions, dialogue, Arrangements, or any other content protected by US or international intellectual property protection laws) are owned or licensed by Frontier, that rights in the Game are licensed rather than sold to you (subject to the license granted in clause 2), and that you have no rights in or to the Game or the Online Features other than the right to Use them strictly in accordance with the terms of this EULA.<br><br><br>5.2 You acknowledge that you shall acquire no proprietary rights in past or stored Gameplay, Arrangements, Game progress, character or other achievements within the Game.<br><br>5.3 You acknowledge that you have no right to access the Game in source code form.<br><br>6. Fees and Payment<br>6.1 To Use the Game you are required to pay a fee. You may also be able to purchase items within the Game or through the Online Features in return for specific charges.<br><br>6.2 You will be informed of the applicable fee for Use of the Game immediately prior to purchase. Failure to pay any fees or charges will constitute a material breach of this EULA. We may amend the fees and payment terms at any time at our sole and complete discretion.<br><br>6.3 We may, in our sole discretion, waive any and all fees associated with the download of the Game in connection with special offers or promotions.<br><br>7. Game Functionality; Epilepsy Warning<br><br><br>7.1 Online Features<br><br>7.1.1 The Game may allow certain online services operated by Frontier and/or its affiliates or third parties authorized on their behalf to be accessed, which allow users of the Game to enjoy certain on-line or multiplayer features and functionality associated with the Game including, without limitation, online forums and sharing of content (“Online Features”). These services and Online Features may, however, require payment of additional fees. In addition, access to and use of such Online Features and other goods or information made available as part of such services may be subject to completion of a registration process and acceptance of additional terms and conditions including, but not limited to, privacy policies governing the use and processing of personally identifiable information. Not all purchasers of this Game will be able to register or benefit from such services (including Online Features associated with the Game). These services and Online Features may not be available in your country, are not guaranteed to be available for any period of time, may be subject to suspension or withdrawal at any time and may be subject to age restrictions. An internet connection will be required to access Online Features. You are responsible for all internet and other connection charges associated with your access to and use of any Online Features.<br><br>7.1.2 Frontier does not own any original materials you provide to Frontier (including without limitation feedback and suggestions) or post, upload, input or submit via the Game or Online Features (each a “Contribution”), and you may request deletion of any such Contribution at any time, unless such Contribution has been shared with, or copied and stored by other users of the Game or Online Features. You agree that all rights in any arrangement of game elements that are provided by the Game and/or Online Features and posted, uploaded, inputted or submitted by you via the Game and/or Online Features (each an “Arrangement”) are owned by Frontier.  By posting, uploading, inputting, providing or submitting a Contribution and/or Arrangement you are granting Frontier and its affiliates a nonexclusive, irrevocable, worldwide, sublicenseable, perpetual, unlimited, assignable, fully paid up and royalty-free right to use, copy, reproduce, publish, prepare derivative works of, distribute, transmit, transcode, translate, broadcast, and otherwise communicate publicly display and publicly perform, process, analyze, use and commercialize, in any way now known or in the future discovered, such Contribution and/or Arrangement and derivative works of such Contribution and/or Arrangement.<br><br>7.1.3 Each Contribution and/or Arrangement posted, uploaded, inputted, or submitted by you via the Game or any Online Feature is at your own risk and you hereby represent and warrant that you have the full legal right to so use such Contribution and/or Arrangement and that it is not confidential or proprietary to any third party, nor are you using it in violation of any law or contractual restriction.<br><br>7.1.4 You understand and agree that Frontier is not obligated to use, distribute, or continue to distribute copies of any Contribution and/or Arrangement and reserves the right, but not the obligation, to restrict or remove such Contribution and/or Arrangement for any reason.<br><br>7.1.5 You may, in your sole discretion, choose to remove a Contribution and/or Arrangement from the applicable Game or Online Features. If you do so, Frontier will no longer have the right to use, distribute, transmit, communicate, publicly display or publicly perform the Contribution and/or Arrangement, except that (a) Frontier may continue to exercise these rights for any Contribution and/or Arrangement that is accepted for distribution in-game or distributed in a manner that allows it to be used in-game, and (b) your removal will not affect the rights of any company or individual who has already obtained access to a copy of the Contribution and/or Arrangement.<br><br>7.1.6 You agree that Frontier’s consideration of your Contribution and/or Arrangement is your full compensation, and you are not entitled to any other rights or compensation in connection with the rights granted to Frontier and to other companies or individuals.<br><br>7.2 Usage Data<br>7.2.1 We may from time to time during your Use of the Game collect information about your device, as specified in the Privacy Policy, which forms part of this EULA. This information may also include your Game ID, Game achievements, scores and performances, IP address, MAC address or other device ID, other device use information or other information and statistics regarding your usage of the Game. This information may be used not only to help you play the Game over the Internet (where the Game contains Online Features) but also to help us better understand how our customers are using the Game, their behavior and preferences, so that we can improve our Games and services in the future.<br><br>7.3 Communication and interaction with other users<br>7.3.1 The Game and/or Online Features may allow communications between users by means including but not limited to text and voice. When using such features you must use common sense and good manners, your behavior, conduct and communications must be considerate to other users and you must not be directly or indirectly offensive, threatening, harassing or bullying to others or violate any applicable laws including but not limited to anti-discrimination legislation based on race, ethnicity, religion, gender or sexual orientation.<br><br>7.3.2 Frontier reserves the right, but not the obligation, to record, monitor and retain all or some of the communications described in clause 7.3.1 in order to safeguard other users and our community. You acknowledge that Frontier shall have the right, but not the obligation, to pre-screen, refuse, move or remove any content available through the Game or the Online Features, including, but not limited to, content that violates any law or this EULA, the Privacy Policy, or any other applicable legal or contractual obligation.<br><br>7.3.3 By accepting these terms and conditions you hereby agree that any information collected as described in Clause 7.3.2 that is deemed to be illegal or to contravene the rights of Frontier, our employees, customers, or any other individual during Use of the Game or the Online Features may be reported to the police or other appropriate authorities, and; ii) agree to be bound by the Community Codes of Conduct for the Game, the latest version of which may be viewed here.<br><br>7.4 Patches and Updates<br>We may deploy or provide patches, updates and modifications to the Game that must be installed in order for you to continue to play the Game. We may update the Game remotely (including without limitation the Game client on your device), and you hereby grant us your consent to deploy and apply such patches, updates and modifications.<br><br>7.5 Epilepsy Warning<br>A small number of users may be susceptible to epileptic seizures or loss of consciousness when exposed to certain flashing lights or light patterns.  Such individuals may experience a seizure while watching certain images or playing a video Game.  If you or anyone in your family has ever had symptoms related to epilepsy (seizures or loss of consciousness) when exposed to flashing lights, please consult a medical professional and take all necessary precautions prior to playing the Game.  If you experience any of the following symptoms while playing any video Game: dizziness, eye or muscle twitches, loss of consciousness, disorientation, convulsions, involuntary movements, discontinue use of that video Game immediately and consult a medical professional.<br><br>8. Termination<br>8.1 Without prejudice to any other rights, Frontier may terminate this EULA immediately without notice if you fail to comply with the terms and conditions of this EULA. In the event of termination, all rights granted to you under this EULA shall cease and you must destroy all copies of the Game and all of its component parts (including any Game stored on the hard disk of any device). All provisions of this EULA relating to disclaimers or warranties, limitations of liability, remedies, damages, Frontier’s proprietary rights and/or any terms intended expressly or by implication to survive termination or expiry shall survive termination, including, without limitation Clauses 3-5, and 10-13.<br><br>8.2 The Online Features are provided over the internet as provided by Frontier.  You acknowledge that the Online Features are provided by Frontier at its discretion and may be terminated or otherwise discontinued by Frontier at any time.<br><br>9. Limited Warranty and Support<br>9.1 The Game (along with any services provided by us in connection with it, including but not limited to the Online Features) is provided ""as is"" and without warranty of any kind, to the maximum extent permitted by law. You assume all risk associated with Using the Game or the Online Features.<br><br>9.2 To the maximum extent permitted by law, we disclaim all representations, warranties, conditions or other terms (whether express or implied) including but not limited to implied warranties and/or conditions of merchantability, satisfactory quality, non-infringement of intellectual property rights and fitness for a particular purpose. While we endeavor to ensure that the Online Features are available at most times, we do not guarantee that they will always be available, nor that they will not become unavailable while a user is Using the Game. The Online Features may become unavailable for reasons including but not limited to the performance of maintenance, the updating of software, emergency situations and equipment or network failures.<br><br>9.3 Without prejudice to the generality of the above, we do not warrant that the Game is error-free or that it will operate without interruption, nor that we will repair any errors in the Game.<br><br>9.4 We do not warrant that the Game will operate on all devices and operating systems. It is your responsibility to refer to the minimum required technical specifications contained on the relevant product page required for effective Use of the Game and the Online Features.<br><br>9.5 If you require technical assistance, please contact our support team via https://support.frontier.co.uk. You will be responsible for all connection charges.<br><br>10. Limitation of Liability; Remedies<br>10.1 We only supply the Game (including the Online Features) for domestic and private use. You agree not to use the Game for any commercial, business or resale purposes and we have no liability to you for any loss of profit, loss of information, loss of business, business interruption, or loss of business opportunity arising out of the use of or inability to use the Game, even if we have been advised of the possibility of such damages.<br><br>10.2 We are only responsible for loss or damage you suffer that is a foreseeable result of our breach of this EULA or our negligence, subject to the limitations specified in clause 10.3, but we are not responsible for any unforeseeable loss or damage. Loss or damage is foreseeable under this EULA if it is an obvious consequence of our breach or if it was contemplated by you and us at the time we granted this EULA. Except as otherwise specified in this clause 10, in no event shall Frontier, our partners, our affiliates, or our respective licensors and suppliers be liable for any, indirect, punitive, incidental or special damages arising out of or in any way connected with any Use of the Game or the Online Features (including any delay or inability to Use the Game or the Online Features) including, without limitation, loss of data, computer failure or malfunction, or any and all other damages or losses arising out of the Use of the Game or Online Features, whether based on contract, tort, strict liability or otherwise.<br><br>10.3 Notwithstanding clause 10.2, our maximum aggregate liability under, in connection with, ARISING OUT OF, OR RELATED TO this EULA or your use of the Game (including the Online Features), whether in contract, tort (including negligence) or otherwise, shall in all circumstances be limited to the amount actually paid by you for the Game. This does not apply to the types of loss set out in clause 10.4.  Because Some Jurisdictions do not allow the exclusion or limitation of liability for certain damages, the above limitations may not apply to you. <br><br>10.4 Nothing in this EULA shall limit or exclude our liability to you for: (i) death or personal injury resulting from our negligence; (ii) fraud or fraudulent misrepresentation; and (iii) any other liability that cannot be excluded or limited by law.<br><br>10.5 You understand that the Game may be updated at any time and in doing so no obligation to provide such updates to you pursuant to this EULA or otherwise shall arise.<br><br>10.6 If you breach or threaten to breach any provision in this EULA, you agree that Frontier shall be irreparably harmed, and, without any additional findings of irreparable injury or harm or other considerations of public policy, Frontier shall be entitled to receive an injunction compelling specific performance by you of your obligations under this EULA without the necessity of posting any bond or other security. <br><br>11. Governing Law; Forum Selection<br>11.1 Subject to clauses 11.2,  11.3 and 12 below, this EULA and any claim or dispute of whatever nature (including any non-contractual dispute) arising out of or relating to this EULA shall be governed by, and construed in accordance with, the laws of England whose courts shall have non-exclusive jurisdiction over all disputes arising under or in connection with this EULA, unless and to the extent only that the laws and/or jurisdiction relating to transactions with consumers in a particular jurisdiction require this EULA to be governed by and construed in accordance with the laws of such jurisdiction and/or require any dispute relating to this EULA to be subject to the jurisdiction of a court or other tribunal in such jurisdiction in order for this EULA to be binding and enforceable, in which event the local laws and/or jurisdiction of such jurisdiction shall apply, to the extent so required. You consent to personal jurisdiction of and venue in the courts within or having jurisdiction over such country, and waive any objection you might otherwise have had on the basis of the doctrine of forum non conveniens.<br><br>11.2 In the case of any claim of dispute of any nature (including non-contractual dispute) arising out of or relating to any Use of the Game by a user physically located within the United States of America at the time of the Use of the Game giving rise to such claim or dispute and subject to clause 12 below, clause 11.1 shall not apply and this EULA and any claim or dispute of whatever nature (including any non-contractual dispute) arising out of or relating to this EULA shall be governed by, and construed in accordance with, the laws of the state of Nevada, USA, not including its conflict of law principles. Subject to clause 12 below, each party irrevocably agrees that any legal action, dispute, suit or proceeding brought by it in any way arising out of this Agreement must be brought solely and exclusively in the courts located in the state of Nevada, and irrevocably accepts and submits to the sole and exclusive jurisdiction of each of the aforesaid courts in personam.<br><br>11.3 Neither the United Nations Convention on Contracts for the International Sale of Goods nor the United Nations convention on the Limitation Period in the International Sale of Goods, as amended, shall apply to this EULA.<br><br>12. DISPUTE RESOLUTION/BINDING ARBITRATION/CLASS ACTION WAIVER<br><br>IF YOU USE THE GAME IN THE USA, PLEASE READ THIS CLAUSE 12 CAREFULLY BECAUSE IT REQUIRES YOU TO ARBITRATE CERTAIN DISPUTES AND CLAIMS WITH FRONTIER AND LIMITS THE MANNER IN WHICH YOU CAN SEEK RELIEF FROM FRONTIER. IF YOU USE THE GAME IN A COUNTRY OTHER THAN THE USA, THIS CLAUSE 12 DOES NOT APPLY TO YOU.<br><br>This clause 12 will apply to the maximum extent permitted by applicable law. If you and Frontier cannot resolve a dispute by informal negotiation within thirty (30) days of providing the other party with written notice of a dispute, any other effort to resolve the dispute will be conducted exclusively by final, binding arbitration conducted by the American Arbitration Association in accordance with its Commercial Arbitration Rules and governed by the Federal Arbitration Act. The arbitration will be conducted in Clark County and the arbitrator will follow Nevada law in adjudicating the dispute. The parties waive the right to seek punitive damages and the arbitrator will not award such damages. Any court with jurisdiction over the parties may enforce the arbitrator’s award.<br><br>YOU ACKNOWLEDGE AND AGREE THAT YOU ARE GIVING UP THE RIGHT TO LITIGATE ALL DISPUTES IN COURT BEFORE A JUDGE OR JURY.<br><br>No Class Arbitrations, Class Actions or Representative Actions. You and Frontier agree that any dispute arising out of or related to this EULA, is personal to you and Frontier and that such dispute will be resolved solely through individual arbitration and will not be brought as a class arbitration, class action, or any other type of representative proceeding. You and Frontier agree that there will be no class arbitration or arbitration in which an individual attempts to resolve a dispute as a representative of another individual or group of individuals. Further, you and Frontier agree that a dispute cannot be brought as a class or other type of representative action, whether within or outside of arbitration, or on behalf of any other individual or group of individuals.<br><br>Any arbitration conducted pursuant to this Agreement will be between Frontier and you individually. If the agreement in this clause not to bring or participate in an arbitration on a class-action basis should be found unenforceable, you and Frontier agree that it will not be severable, and that this entire clause 12 will be deemed unenforceable and any dispute will be resolved in court and not by collective arbitration.<br><br>13. Miscellaneous<br>13.1 We may transfer our rights and obligations under this EULA to another entity, but this will not affect your rights or obligations under this EULA. You may only transfer your rights or obligations under this EULA to another person if we agree in writing.<br><br>13.2 Each of the provisions of this EULA operates separately. If any court or competent authority decides that any of them are unlawful or unenforceable, the remainder of the EULA will remain in full force and effect.<br><br>13.3 In the event of a conflict between the terms of this EULA and the Conditions of Use, the provisions of this EULA shall prevail.<br><br>13.4 If we fail to insist that you perform any of your obligations under this EULA, or if we do not enforce our rights against you, or if we delay in doing so, that will not mean that we have waived our rights against you and will not mean that you do not have to comply with those obligations.<br><br>13.5 If you acquired or Use this Game in the United States of America, you will not export or re-export it except as authorized and permitted by the laws and regulations of the United States of America.<br><br>13.6 This EULA constitutes the entire agreement between Frontier and you with respect to the license and use of the Game and the Online Features and supersedes all prior or contemporaneous understandings. No amendment or modification of this EULA will be binding unless made in writing and signed by a duly authorized representative of Frontier.<br>"
5777	Dinosaur fully awake
5778	Dinosaur is already sedated
5779	Breeding countermeasure deployed
5780	Boosting health
5781	Dinosaur is dead
5782	Blocked
5783	Hit
5784	Administering medication
5785	Requires medical scan
5786	Medication not researched
5787	Dinosaur is not diseased
5788	No effect
5789	Incurable Disease
5790	Administering sedative
5791	Administering stimulant
5792	OUT OF \nRANGE
5793	NO CLEAR \nSHOT
5794	Max health reached
5795	Medication successful
5796	Cannot shoot into aviaries
5797	Cannot shoot into lagoons
5798	PREPARING \nEQUIPMENT
5799	Sedation successful
5800	Stimulant administered successfully
5801	Healthy
5802	{Value:float:decimalPlaces=0}m
5803	{Value:float:decimalPlaces=1}m
5804	<font face='$DescriptionFontBold' color='#EBF9FF'  >Amenities</font> come in three types: <font face='$DescriptionFontBold' color='#EBF9FF'  >Food</font>, <font face='$DescriptionFontBold' color='#EBF9FF'  >Drink</font> and <font face='$DescriptionFontBold' color='#EBF9FF'  >Shopping</font>.
5805	Configure each <font face='$DescriptionFontBold' color='#EBF9FF'  >Amenity</font> by adding interior modules that best match the <font face='$DescriptionFontBold' color='#EBF9FF'  >Demographics</font> of your park.
5806	Maximize profit by placing <font face='$DescriptionFontBold' color='#EBF9FF'  >Amenities</font> in areas that are busy but not <font face='$DescriptionFontBold' color='#EBF9FF'  >Overcrowded</font>. Stay wary of the <font face='$DescriptionFontBold' color='#EBF9FF'  >Running Costs</font> of modules that might not be used.
5807	Amenities
5808	Help: Amenities
5809	Management - Appeal
5810	<font face='$DescriptionFontBold' color='#EBF9FF'  >Appeal</font> is what guests come to your park for. The total is calculated from <font face='$DescriptionFontBold' color='#EBF9FF'  >Visible Dinosaurs</font> and <font face='$DescriptionFontBold' color='#EBF9FF'  >Attractions</font>.<br><br>Larger and more impressive species have a higher <font face='$DescriptionFontBold' color='#EBF9FF'  >Appeal</font>. The <font face='$DescriptionFontBold' color='#EBF9FF'  >Appeal</font> provided by <font face='$DescriptionFontBold' color='#EBF9FF'  >Visible Dinosaurs</font> attracts guests to the buildings they are visible from. Overall <font face='$DescriptionFontBold' color='#EBF9FF'  >Visible Dinosaur Appeal</font> will be reduced if the required number of different <font face='$DescriptionFontBold' color='#EBF9FF'  >Species</font> is not met in the park. <br><br><font face='$DescriptionFontBold' color='#EBF9FF'  >Attractions</font> provide constant <font face='$DescriptionFontBold' color='#EBF9FF'  >Appeal</font> as long as they are operational.
5811	Appeal
5812	Help: Appeal
5813	<font face='$DescriptionFontBold' color='#EBF9FF'  >Attractions</font> provide static, consistent <font face='$DescriptionFontBold' color='#EBF9FF'  >Appeal</font>.
5814	Change <font face='$DescriptionFontBold' color='#EBF9FF'  >Attraction</font> type to attract a different split of <font face='$DescriptionFontBold' color='#EBF9FF'  >Demographics</font>.
5815	Attractions
5816	Help: Attractions
5817	An <font face='$DescriptionFontBold' color='#EBF9FF'  >Aviary</font> is a complex of domes that can house flying reptiles.
5818	<font face='$DescriptionFontBold' color='#EBF9FF'  >Aviary Domes</font> must be snapped to the edges of each other to form a single complex.
5819	Each complex needs an <font face='$DescriptionFontBold' color='#EBF9FF'  >Aviary Hatchery</font> to function and <font face='$DescriptionFontBold' color='#EBF9FF'  >Aviary Viewing Galleries</font> can also be attached to provide visibility.
5820	Aviary
5821	Help: Aviary
5822	Certain buildings have a number of possible <font face='$DescriptionFontBold' color='#EBF9FF'  >Building Upgrades</font> that can be applied to improve their performance.
5823	<font face='$DescriptionFontBold' color='#EBF9FF'  >Research</font> new <font face='$DescriptionFontBold' color='#EBF9FF'  >Building Upgrades</font> and the ability to add a second slot.
5824	Apply a maximum of 2 unique upgrades to each building in the upgrades tab of their info panel.
5825	Building Upgrades
5826	Help: Building Upgrades
5827	Calamities
5828	Use {InputPanValue} to <font face='$DescriptionFontBold' color='#EBF9FF'  >Pan</font> and {InputOrbitValue} to <font face='$DescriptionFontBold' color='#EBF9FF'  >Orbit</font> the camera.
5829	Use {InputValue} to <font face='$DescriptionFontBold' color='#EBF9FF'  >Zoom</font> the camera in and out.
5830	Use {InputValue} to <font face='$DescriptionFontBold' color='#EBF9FF'  >Focus</font> on a building, vehicle or dinosaur.
5831	Camera Controls
5832	Help: Camera Controls
5833	Locate priority dinosaurs in the surrounding area by using the <font face='$DescriptionFontBold' color='#EBF9FF'  >Compass</font> at the top of the screen.
5834	Approach the dinosaur and then use {InputValue} to switch to <font face='$DescriptionFontBold' color='#EBF9FF'  >Aim Mode</font>.
5835	While in Aim Mode, use {InputValue} to fire <font face='$DescriptionFontBold' color='#EBF9FF' >tranquillization darts.</font><br><font face='$DescriptionFontBold' color='#EBF9FF' >Stimulant darts</font> can be used to wake a tranquillized dinosaur.
5836	Capture Teams
5837	Help: Capture Teams
5838	Challenge
5839	Control Room
5840	Controls and Construction
5841	The <font face='$DescriptionFontBold' color='#EBF9FF'  >Jurassic World Database</font> tracks discoveries and unlocks made across all modes.
5842	<font face='$DescriptionFontBold' color='#EBF9FF'  >Research</font> items, release new species and progress through each mode to unlock new entries.
